sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,ae_a,ae_b,delta_ae,pred_a,pred_b
[emim]__[Tf2N]__R125__348.1__0.9997,761,761,[emim],[Tf2N],R125,348.1,0.9997,0.171,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.0031488599999999756,0.01129252,-0.008143660000000025,0.17414886,0.18229252
[emim]__[Tf2N]__R125__303.15__0.063,763,763,[emim],[Tf2N],R125,303.15,0.063,0.0305,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.011226134999999998,0.0108136,0.0004125349999999986,0.041726135,0.0413136
[emim]__[Tf2N]__R125__303.15__0.4853,770,770,[emim],[Tf2N],R125,303.15,0.4853,0.2279,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.004536540000000006,0.019461720000000016,-0.01492518000000001,0.23243654,0.24736172
[emim]__[TFES]__R32__298.05__0.2484,774,774,[emim],[TFES],R32,298.05,0.2484,0.133,FC(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.027313580000000004,0.024481790000000003,0.0028317900000000007,0.16031358,0.15748179
[emim]__[TFES]__R32__298.05__0.5496,776,776,[emim],[TFES],R32,298.05,0.5496,0.2789999999999999,FC(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.03591931999999998,0.025689379999999984,0.010229939999999993,0.31491932,0.30468938
[bmim]__[Ac]__R32__298.15__0.5498,784,784,[bmim],[Ac],R32,298.15,0.5498,0.336,CC(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.030334240000000012,0.043024280000000026,-0.012690040000000014,0.30566576,0.29297572
[bmim]__[Ac]__R32__298.15__0.2,790,790,[bmim],[Ac],R32,298.15,0.2,0.161,CC(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.03701049000000001,0.03184582,0.00516467000000001,0.12398951,0.12915418
[bmim]__[Ac]__R125__298.15__0.4,798,798,[bmim],[Ac],R125,298.15,0.4,0.429,CC(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.12229906000000001,0.09788153999999999,0.024417520000000026,0.30670094,0.33111846
[bmim]__[BF4]__R32__298.2__0.3999,812,812,[bmim],[BF4],R32,298.2,0.3999,0.272,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.03844984000000001,0.00983025000000004,0.028619589999999973,0.23355016,0.26216975
[bmim]__[BF4]__R32__323.2__0.3996,820,820,[bmim],[BF4],R32,323.2,0.3996,0.154,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.021966559999999996,0.006185899999999994,0.015780660000000002,0.13203344,0.1478141
[bmim]__[BF4]__R32__348.1__0.0996,826,826,[bmim],[BF4],R32,348.1,0.0996,0.0579999999999999,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.030492427000000003,0.020996364000000003,0.009496062999999999,0.027507573,0.037003636
[bmim]__[BF4]__R32__348.1__0.8496,831,831,[bmim],[BF4],R32,348.1,0.8496,0.214,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.011836180000000002,0.003529300000000013,0.008306879999999989,0.20216382,0.2175293
[bmim]__[BF4]__R125__298.15__1,846,846,[bmim],[BF4],R125,298.15,1.0,0.378,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.10034005000000001,0.06382130000000003,0.03651874999999999,0.27765995,0.3141787
[bmim]__[FS]__R32__298.15__0.8494,853,853,[bmim],[FS],R32,298.15,0.8494,0.5710000000000001,FC(F)(F)C(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.021599030000000075,0.00799060000000007,0.013608430000000005,0.59259903,0.5789906
[bmim]__[HFPS]__R32__298.15__0.8494,861,861,[bmim],[HFPS],R32,298.15,0.8494,0.604,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0677525,0.05935859999999993,0.008393900000000065,0.5362475,0.5446414
[bmim]__[HFPS]__R134a__323.15__0.0101,879,879,[bmim],[HFPS],R134a,323.15,0.0101,0.006,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.012318817000000001,0.019557764,-0.007238946999999997,0.018318817,0.025557764
[bmim]__[HFPS]__R134a__323.15__0.1993,883,883,[bmim],[HFPS],R134a,323.15,0.1993,0.1169999999999999,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0009091199999999994,0.00887607,-0.00796695,0.11790912,0.12587607
[bmim]__[HFPS]__R134a__348.05__0.2495,892,892,[bmim],[HFPS],R134a,348.05,0.2495,0.087,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.002627950000000004,0.008923170000000008,-0.006295220000000004,0.08962795,0.09592317
[bmim]__[MeSO4]__R32__298.15__1.0006,902,902,[bmim],[MeSO4],R32,298.15,1.0006,0.489,COS(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.03333374,0.003894600000000026,0.029439139999999975,0.52233374,0.4928946
[bmim]__[OTf]__R32__273.15__0.195,904,904,[bmim],[OTf],R32,273.15,0.195,0.243,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0010754800000000175,0.00032026000000001664,0.0007552200000000009,0.24407548,0.24332026
[bmim]__[OTf]__R32__273.14__0.636,909,909,[bmim],[OTf],R32,273.14,0.636,0.683,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.05524406000000004,0.08026925000000007,-0.02502519000000003,0.62775594,0.60273075
[bmim]__[OTf]__R32__298.14__0.4,913,913,[bmim],[OTf],R32,298.14,0.4,0.264,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.013476729999999992,0.008531400000000022,0.00494532999999997,0.25052327,0.2554686
[bmim]__[OTf]__R152a__323.15__0.421,940,940,[bmim],[OTf],R152a,323.15,0.421,0.305,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.005058200000000013,0.005971720000000014,-0.000913520000000001,0.2999418,0.29902828
[bmim]__[OTf]__R152a__323.16__0.813,944,944,[bmim],[OTf],R152a,323.16,0.813,0.536,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.06351303000000003,0.07464110000000002,-0.01112806999999999,0.47248697,0.4613589
[bmim]__[PF6]__R41__298.05__0.0499,962,962,[bmim],[PF6],R41,298.05,0.0499,0.0139999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CF,Table S3. VLE HFCs,0.013025680999999999,0.009255273999999999,0.003770407,0.027025681,0.023255274
[bmim]__[PF6]__R41__298.05__1.9992,969,969,[bmim],[PF6],R41,298.05,1.9992,0.484,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CF,Table S3. VLE HFCs,0.010779939999999988,0.017721199999999993,-0.006941260000000005,0.49477994,0.5017212
[bmim]__[PF6]__R41__348.18__0.0097,978,978,[bmim],[PF6],R41,348.18,0.0097,0.002,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CF,Table S3. VLE HFCs,0.0012686063,0.00013275099999999996,0.0011358553,0.0007313937,0.002132751
[bmim]__[PF6]__R32__283.2__0.5497,991,991,[bmim],[PF6],R32,283.2,0.5497,0.5579999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.009523840000000061,0.04441380000000006,-0.03488996,0.54847616,0.5135862
[bmim]__[PF6]__R32__298.1__0.6995,999,999,[bmim],[PF6],R32,298.1,0.6995,0.475,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.004018450000000007,0.01570001999999998,-0.011681569999999974,0.47901845,0.45929998
[bmim]__[PF6]__R32__323.1__0.6996,1007,1007,[bmim],[PF6],R32,323.1,0.6996,0.285,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.015011019999999986,0.015515359999999978,-0.000504339999999992,0.26998898,0.26948464
[bmim]__[PF6]__R32__298.15__0.6,1022,1022,[bmim],[PF6],R32,298.15,0.6,0.384,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.038332299999999986,0.02288962,0.015442679999999986,0.4223323,0.40688962
[bmim]__[PF6]__R23__298.1__0.3993,1035,1035,[bmim],[PF6],R23,298.1,0.3993,0.079,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.001241809999999996,0.005874175999999995,-0.004632365999999999,0.07775819,0.073125824
[bmim]__[PF6]__R23__298__1.0004,1037,1037,[bmim],[PF6],R23,298.0,1.0004,0.195,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.0006692299999999929,0.012676750000000014,-0.012007520000000022,0.19566923,0.18232325
[bmim]__[PF6]__R23__298.1__1.3006,1038,1038,[bmim],[PF6],R23,298.1,1.3006,0.25,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.007555750000000028,0.010147479999999987,-0.002591729999999959,0.25755575,0.23985252
[bmim]__[PF6]__R161__283.18__0.0099,1059,1059,[bmim],[PF6],R161,283.18,0.0099,0.009,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.021592244000000003,0.030143376,-0.008551131999999996,0.030592244,0.039143376
[bmim]__[PF6]__R161__323.14__0.1996,1075,1075,[bmim],[PF6],R161,323.14,0.1996,0.0819999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.00901594,0.0028990799999999983,0.006116860000000002,0.07298406,0.08489908
[bmim]__[PF6]__R161__348.13__0.2996,1084,1084,[bmim],[PF6],R161,348.13,0.2996,0.076,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.0036701660000000025,0.007384399999999999,-0.003714233999999997,0.072329834,0.0833844
[bmim]__[PF6]__R152a__283.1__0.3196,1095,1095,[bmim],[PF6],R152a,283.1,0.3196,0.799,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.22422246,0.23934370000000005,-0.015121240000000036,0.57477754,0.5596563
[bmim]__[PF6]__R152a__298.2__0.01,1096,1096,[bmim],[PF6],R152a,298.2,0.01,0.03,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.011511939999999998,0.013593250000000001,-0.002081310000000003,0.04151194,0.04359325
[bmim]__[PF6]__R152a__298.2__0.1492,1099,1099,[bmim],[PF6],R152a,298.2,0.1492,0.195,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.008139420000000008,0.00906584000000002,-0.0009264200000000111,0.18686058,0.18593416
[bmim]__[PF6]__R152a__348.2__0.2496,1114,1114,[bmim],[PF6],R152a,348.2,0.2496,0.086,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.00485964400000001,0.012580080000000007,-0.007720435999999997,0.090859644,0.09858008
[bmim]__[PF6]__R143a__285.4__0.7483,1125,1125,[bmim],[PF6],R143a,285.4,0.7483,0.241,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0007050700000000021,0.0035899500000000084,-0.0028848800000000063,0.24029493,0.24458995
[bmim]__[PF6]__R143a__298.1__0.2005,1128,1128,[bmim],[PF6],R143a,298.1,0.2005,0.042,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0034170999999999993,0.0086431,-0.0052260000000000015,0.0454171,0.0506431
[bmim]__[PF6]__R143a__323.2__0.7003,1142,1142,[bmim],[PF6],R143a,323.2,0.7003,0.094,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.004963190000000006,0.005907986000000004,-0.0009447959999999977,0.08903681,0.088092014
[bmim]__[PF6]__R143a__323.2__1.0003,1143,1143,[bmim],[PF6],R143a,323.2,1.0003,0.131,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.003827960000000019,0.0021102300000000185,0.0017177300000000006,0.12717204,0.12888977
[bmim]__[PF6]__R134__283.15__0.1503,1156,1156,[bmim],[PF6],R134,283.15,0.1503,0.542,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.04653535000000003,0.004185100000000053,0.04235024999999998,0.49546465,0.5378149
[bmim]__[PF6]__R134__323.15__0.2504,1172,1172,[bmim],[PF6],R134,323.15,0.2504,0.255,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.0039024699999999912,0.01714009999999999,-0.01323763,0.25109753,0.2721401
[bmim]__[PF6]__R134__348.16__0.0505,1176,1176,[bmim],[PF6],R134,348.16,0.0505,0.0289999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.007361493,0.008930667,-0.0015691739999999996,0.036361493,0.037930667
[bmim]__[PF6]__R134a__323.1__0.1499,1202,1202,[bmim],[PF6],R134a,323.1,0.1499,0.065,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.005871609999999999,0.0034950950000000036,0.0023765149999999957,0.05912839,0.068495095
[bmim]__[PF6]__R134a__348.1__0.0498,1208,1208,[bmim],[PF6],R134a,348.1,0.0498,0.009,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.008271794,0.015118908000000002,-0.006847114000000001,0.017271794,0.024118908
[bmim]__[PF6]__R134a__348.2__0.349,1214,1214,[bmim],[PF6],R134a,348.2,0.349,0.085,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.012231250000000013,0.00895549000000001,0.0032757600000000026,0.07276875,0.07604451
[bmim]__[PF6]__R125__323.1__0.5996,1239,1239,[bmim],[PF6],R125,323.1,0.5996,0.087,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.0007087600000000027,0.003242524999999996,-0.0025337649999999934,0.08770876,0.083757475
[bmim]__[PF6]__R125__348.2__0.4998,1247,1247,[bmim],[PF6],R125,348.2,0.4998,0.043,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.000912680000000006,0.002054793000000006,-0.0011421130000000002,0.04391268,0.045054793
[bmim]__[PF6]__R125__298.15__0.05,1251,1251,[bmim],[PF6],R125,298.15,0.05,0.012,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.008532620000000001,0.010597006999999999,-0.0020643869999999974,0.02053262,0.022597007
[bmim]__[PF6]__R125__298.15__0.6,1255,1255,[bmim],[PF6],R125,298.15,0.6,0.16,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.02410889999999999,0.029795459999999996,-0.005686560000000007,0.1841089,0.18979546
[bmim]__[SCN]__R32__298.15__0.6,1270,1270,[bmim],[SCN],R32,298.15,0.6,0.212,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.002962750000000014,0.02223849,-0.019275739999999986,0.21496275,0.23423849
[bmim]__[SCN]__R32__298.15__0.8,1271,1271,[bmim],[SCN],R32,298.15,0.8,0.28,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.022549399999999997,0.021867429999999966,0.0006819700000000317,0.3025494,0.30186743
[bmim]__[SCN]__R125__298.15__0.05,1273,1273,[bmim],[SCN],R125,298.15,0.05,0.001,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.0028515438,0.011747295000000001,-0.008895751200000001,-0.0018515438,0.012747295
[bmim]__[TFES]__R32__298.15__0.0999,1281,1281,[bmim],[TFES],R32,298.15,0.0999,0.072,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.00040144999999999764,0.0014307800000000065,-0.0010293300000000088,0.07159855,0.07343078
[bmim]__[TPES]__R32__298.15__0.5494,1292,1292,[bmim],[TPES],R32,298.15,0.5494,0.445,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.004836239999999992,0.011206700000000014,-0.006370460000000022,0.44016376,0.4337933
[bmim]__[TPES]__R134a__283.05__0.2002,1300,1300,[bmim],[TPES],R134a,283.05,0.2002,0.466,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0027893699999999577,0.0022603000000000484,0.0005290699999999093,0.46878937,0.4637397
[bmim]__[TPES]__R134a__298.1__0.2504,1309,1309,[bmim],[TPES],R134a,298.1,0.2504,0.368,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.008057919999999996,0.004210019999999981,0.003847900000000015,0.35994208,0.36378998
[bmim]__[TPES]__R134a__347.9__0.2006,1324,1324,[bmim],[TPES],R134a,347.9,0.2006,0.103,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.004084459999999998,0.0053826050000000125,-0.0012981450000000144,0.09891554,0.108382605
[bmim]__[TTES]__R32__298.15__0.55,1332,1332,[bmim],[TTES],R32,298.15,0.55,0.428,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.006525219999999998,0.016166769999999997,-0.009641549999999999,0.42147478,0.41183323
[bmim]__[TTES]__R134a__282.1__0.2002,1340,1340,[bmim],[TTES],R134a,282.1,0.2002,0.426,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.018541399999999986,0.013530250000000021,0.005011149999999964,0.4445414,0.43953025
[bmim]__[TTES]__R134a__323.15__0.1002,1354,1354,[bmim],[TTES],R134a,323.15,0.1002,0.076,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.004198084000000005,0.002443210000000001,0.0017548740000000035,0.071801916,0.07844321
[bmim]__[TTES]__R134a__348.1__0.2504,1365,1365,[bmim],[TTES],R134a,348.1,0.2504,0.109,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.006792629999999994,0.002241356,0.004551273999999994,0.10220737,0.111241356
[hmim]__[BF4]__R134a__323__0.35,1395,1395,[hmim],[BF4],R134a,323.0,0.35,0.1768,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.06259491000000002,0.030234800000000006,0.03236011000000001,0.11420509,0.1465652
[hmim]__[BF4]__R134a__348__1.344,1402,1402,[hmim],[BF4],R134a,348.0,1.344,0.3155,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.04245388,0.08496559999999997,-0.042511719999999975,0.35795388,0.4004656
[hmim]__[BF4]__R245fa__323.15__0.032,1421,1421,[hmim],[BF4],R245fa,323.15,0.032,0.0445,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.011918248,0.017710330000000003,-0.005792082000000004,0.056418248,0.06221033
[hmim]__[BF4]__R245fa__343.15__0.125,1434,1434,[hmim],[BF4],R245fa,343.15,0.125,0.1051,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.04053793,0.03136466,0.009173269999999997,0.06456207,0.07373534
[hmim]__[BF4]__R236fa__333.15__0.152,1452,1452,[hmim],[BF4],R236fa,333.15,0.152,0.0722,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.01064362,0.005017439999999998,0.0056261800000000015,0.06155638,0.07721744
[hmim]__[BF4]__R236fa__333.15__0.184,1453,1453,[hmim],[BF4],R236fa,333.15,0.184,0.088,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.018489733999999994,0.0008756699999999951,0.017614064,0.069510266,0.08712433
[hmim]__[BF4]__R227ea__323.15__0.258,1474,1474,[hmim],[BF4],R227ea,323.15,0.258,0.0861,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.031748192999999994,0.014376569999999991,0.017371623000000003,0.054351807,0.07172343
[hmim]__[BF4]__R227ea__333.15__0.114,1475,1475,[hmim],[BF4],R227ea,333.15,0.114,0.0239,F[B-](F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.0024304330000000027,0.009749046,-0.007318612999999998,0.021469567,0.033649046
[hmim]__[Cl]__R32__298.15__1,1491,1491,[hmim],[Cl],R32,298.15,1.0,0.41,[Cl-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.11873474,0.11381563,0.004919110000000004,0.52873474,0.52381563
[hmim]__[Cl]__R125__298.15__0.05,1492,1492,[hmim],[Cl],R125,298.15,0.05,0.04,[Cl-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.020019493,0.031678149999999995,-0.011658656999999996,0.060019493,0.07167815
[hmim]__[FEP]__R32__303.1__0.06,1505,1505,[hmim],[FEP],R32,303.1,0.06,0.0734,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.010356959999999998,0.014810559999999987,-0.004453599999999988,0.08375696,0.08821056
[hmim]__[FEP]__R32__343.2__0.493,1534,1534,[hmim],[FEP],R32,343.2,0.493,0.2507,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.015012539999999991,0.008073599999999986,0.0069389400000000045,0.23568746,0.2426264
[hmim]__[FEP]__R32__298.15__0.05,1535,1535,[hmim],[FEP],R32,298.15,0.05,0.067,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.013236379999999992,0.01996663,-0.006730250000000007,0.08023638,0.08696663
[hmim]__[FEP]__R32__298.15__0.1,1536,1536,[hmim],[FEP],R32,298.15,0.1,0.126,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.011766880000000007,0.009482799999999986,0.0022840800000000216,0.13776688,0.1354828
[hmim]__[FEP]__R161__313.1__0.054,1554,1554,[hmim],[FEP],R161,313.1,0.054,0.0889,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.025020569999999992,0.019806399999999988,0.005214170000000004,0.11392057,0.1087064
[hmim]__[FEP]__R161__313.1__0.353,1559,1559,[hmim],[FEP],R161,313.1,0.353,0.4529,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.012100400000000011,0.006720500000000018,0.005379899999999993,0.4407996,0.4461795
[hmim]__[FEP]__R161__323.1__0.13,1561,1561,[hmim],[FEP],R161,323.1,0.13,0.1579,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.008925679999999991,0.007813399999999998,0.0011122799999999933,0.16682568,0.1657134
