sample_id,npy_idx,cation,anion,refrigerant,T_K,P_MPa,x1,pair,split_composite,split_star
[emim]__[Tf2N]__R23__298.1__1.4997,517,[emim],[Tf2N],R23,298.1,1.4997,0.389,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__1.7496,518,[emim],[Tf2N],R23,298.1,1.7496,0.437,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__1.9973,519,[emim],[Tf2N],R23,298.1,1.9973,0.481,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__1.7495,520,[emim],[Tf2N],R23,298.1,1.7495,0.436,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__1.4992,521,[emim],[Tf2N],R23,298.1,1.4992,0.388,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__1.2497,522,[emim],[Tf2N],R23,298.1,1.2497,0.337,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__0.9993,523,[emim],[Tf2N],R23,298.1,0.9993,0.28,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298__0.5025,524,[emim],[Tf2N],R23,298.0,0.5025,0.152,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__0.2498,525,[emim],[Tf2N],R23,298.1,0.2498,0.078,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__0.0998,526,[emim],[Tf2N],R23,298.1,0.0998,0.03,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__298.1__0.0498,527,[emim],[Tf2N],R23,298.1,0.0498,0.013,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__0.0479,528,[emim],[Tf2N],R23,323.1,0.0479,0.008,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.2__0.0995,529,[emim],[Tf2N],R23,323.2,0.0995,0.018,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__0.2267,530,[emim],[Tf2N],R23,323.1,0.2267,0.045,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__0.3253,531,[emim],[Tf2N],R23,323.1,0.3253,0.065,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.2__0.9999,532,[emim],[Tf2N],R23,323.2,0.9999,0.187,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__1.242,533,[emim],[Tf2N],R23,323.1,1.242,0.228,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__1.4914,534,[emim],[Tf2N],R23,323.1,1.4914,0.267,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.2__1.7491,535,[emim],[Tf2N],R23,323.2,1.7491,0.3,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__1.9993,536,[emim],[Tf2N],R23,323.1,1.9993,0.333,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.2__1.7488,537,[emim],[Tf2N],R23,323.2,1.7488,0.302,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.2__1.4897,538,[emim],[Tf2N],R23,323.2,1.4897,0.266,EMIM__TF2N,val,train
[emim]__[Tf2N]__R23__323.1__1.2496,539,[emim],[Tf2N],R23,323.1,1.2496,0.229,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__0.9996,540,[emim],[Tf2N],R23,323.1,0.9996,0.189,EMIM__TF2N,val,train
[emim]__[Tf2N]__R23__323.2__0.7498,541,[emim],[Tf2N],R23,323.2,0.7498,0.144,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__0.4995,542,[emim],[Tf2N],R23,323.1,0.4995,0.098,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__0.2491,543,[emim],[Tf2N],R23,323.1,0.2491,0.049,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__323.1__0.0998,544,[emim],[Tf2N],R23,323.1,0.0998,0.018,EMIM__TF2N,train,val
[emim]__[Tf2N]__R23__288.13__0.10065,545,[emim],[Tf2N],R23,288.13,0.10065,0.03627,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__293.23__0.10659,546,[emim],[Tf2N],R23,293.23,0.10659,0.03501,EMIM__TF2N,val,train
[emim]__[Tf2N]__R23__298.16__0.09897,547,[emim],[Tf2N],R23,298.16,0.09897,0.02986,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__303.17__0.1028,548,[emim],[Tf2N],R23,303.17,0.1028,0.02781,EMIM__TF2N,val,train
[emim]__[Tf2N]__R23__308.17__0.10328,549,[emim],[Tf2N],R23,308.17,0.10328,0.02542,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__303.15__0.1,550,[emim],[Tf2N],R23,303.15,0.1,0.0451,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__303.15__0.135,551,[emim],[Tf2N],R23,303.15,0.135,0.0594,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__303.15__0.179,552,[emim],[Tf2N],R23,303.15,0.179,0.0759,EMIM__TF2N,train,train
[emim]__[Tf2N]__R23__303.15__0.223,553,[emim],[Tf2N],R23,303.15,0.223,0.0946,EMIM__TF2N,val,train
[emim]__[Tf2N]__R23__303.15__0.26,554,[emim],[Tf2N],R23,303.15,0.26,0.113,EMIM__TF2N,train,val
[emim]__[Tf2N]__R23__303.15__0.302,555,[emim],[Tf2N],R23,303.15,0.302,0.127,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.025,556,[emim],[Tf2N],R152a,298.2,0.025,0.042,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.05,557,[emim],[Tf2N],R152a,298.2,0.05,0.085,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.075,558,[emim],[Tf2N],R152a,298.2,0.075,0.127,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.1,559,[emim],[Tf2N],R152a,298.2,0.1,0.167,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.125,560,[emim],[Tf2N],R152a,298.2,0.125,0.205,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.15,561,[emim],[Tf2N],R152a,298.2,0.15,0.243,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.175,562,[emim],[Tf2N],R152a,298.2,0.175,0.28,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.2,563,[emim],[Tf2N],R152a,298.2,0.2,0.315,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.225,564,[emim],[Tf2N],R152a,298.2,0.225,0.35,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.1__0.25,565,[emim],[Tf2N],R152a,298.1,0.25,0.384,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.275,566,[emim],[Tf2N],R152a,298.2,0.275,0.418,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.3,567,[emim],[Tf2N],R152a,298.2,0.3,0.451,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.1__0.325,568,[emim],[Tf2N],R152a,298.1,0.325,0.483,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.35,569,[emim],[Tf2N],R152a,298.2,0.35,0.516,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.375,570,[emim],[Tf2N],R152a,298.2,0.375,0.549,EMIM__TF2N,val,train
[emim]__[Tf2N]__R152a__298.1__0.3999,571,[emim],[Tf2N],R152a,298.1,0.3999,0.581,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.4498,572,[emim],[Tf2N],R152a,298.2,0.4498,0.649,EMIM__TF2N,val,train
[emim]__[Tf2N]__R152a__298.2__0.5,573,[emim],[Tf2N],R152a,298.2,0.5,0.724,EMIM__TF2N,val,train
[emim]__[Tf2N]__R152a__298.2__0.55,574,[emim],[Tf2N],R152a,298.2,0.55,0.823,EMIM__TF2N,val,train
[emim]__[Tf2N]__R152a__298.2__0.5,575,[emim],[Tf2N],R152a,298.2,0.5,0.725,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.1__0.45,576,[emim],[Tf2N],R152a,298.1,0.45,0.649,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.4,577,[emim],[Tf2N],R152a,298.2,0.4,0.581,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.35,578,[emim],[Tf2N],R152a,298.2,0.35,0.516,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.3,579,[emim],[Tf2N],R152a,298.2,0.3,0.45,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.275,580,[emim],[Tf2N],R152a,298.2,0.275,0.417,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.25,581,[emim],[Tf2N],R152a,298.2,0.25,0.384,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.225,582,[emim],[Tf2N],R152a,298.2,0.225,0.35,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.2,583,[emim],[Tf2N],R152a,298.2,0.2,0.315,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.175,584,[emim],[Tf2N],R152a,298.2,0.175,0.279,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.15,585,[emim],[Tf2N],R152a,298.2,0.15,0.243,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.125,586,[emim],[Tf2N],R152a,298.2,0.125,0.205,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.1,587,[emim],[Tf2N],R152a,298.2,0.1,0.166,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.075,588,[emim],[Tf2N],R152a,298.2,0.075,0.126,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.05,589,[emim],[Tf2N],R152a,298.2,0.05,0.084,EMIM__TF2N,train,train
[emim]__[Tf2N]__R152a__298.2__0.025,590,[emim],[Tf2N],R152a,298.2,0.025,0.041,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__282.9__0.0099,591,[emim],[Tf2N],R134,282.9,0.0099,0.055,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__283.2__0.05,592,[emim],[Tf2N],R134,283.2,0.05,0.246,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__283.1__0.1003,593,[emim],[Tf2N],R134,283.1,0.1003,0.433,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134__283.2__0.1498,594,[emim],[Tf2N],R134,283.2,0.1498,0.573,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__283__0.1997,595,[emim],[Tf2N],R134,283.0,0.1997,0.7020000000000001,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__283.1__0.25,596,[emim],[Tf2N],R134,283.1,0.25,0.8109999999999999,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134__283.2__0.3004,597,[emim],[Tf2N],R134,283.2,0.3004,0.964,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__298.2__0.0099,598,[emim],[Tf2N],R134,298.2,0.0099,0.033,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__298.2__0.05,599,[emim],[Tf2N],R134,298.2,0.05,0.156,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__298.2__0.0999,600,[emim],[Tf2N],R134,298.2,0.0999,0.284,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__298.1__0.1496,601,[emim],[Tf2N],R134,298.1,0.1496,0.395,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__298.2__0.2001,602,[emim],[Tf2N],R134,298.2,0.2001,0.49,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__298.1__0.2496,603,[emim],[Tf2N],R134,298.1,0.2496,0.573,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__298__0.2995,604,[emim],[Tf2N],R134,298.0,0.2995,0.648,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134__298.2__0.3497,605,[emim],[Tf2N],R134,298.2,0.3497,0.716,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134__323.1__0.0102,606,[emim],[Tf2N],R134,323.1,0.0102,0.016,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__323.1__0.05,607,[emim],[Tf2N],R134,323.1,0.05,0.076,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134__323.2__0.1004,608,[emim],[Tf2N],R134,323.2,0.1004,0.147,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134__323.1__0.1505,609,[emim],[Tf2N],R134,323.1,0.1505,0.21,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__323.1__0.2004,610,[emim],[Tf2N],R134,323.1,0.2004,0.2689999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__323__0.2494,611,[emim],[Tf2N],R134,323.0,0.2494,0.3229999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__323.1__0.3003,612,[emim],[Tf2N],R134,323.1,0.3003,0.374,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134__323.1__0.3505,613,[emim],[Tf2N],R134,323.1,0.3505,0.421,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.0105,614,[emim],[Tf2N],R134,348.1,0.0105,0.006,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.0504,615,[emim],[Tf2N],R134,348.1,0.0504,0.04,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.1005,616,[emim],[Tf2N],R134,348.1,0.1005,0.079,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.1505,617,[emim],[Tf2N],R134,348.1,0.1505,0.1159999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.2004,618,[emim],[Tf2N],R134,348.1,0.2004,0.152,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.25,619,[emim],[Tf2N],R134,348.1,0.25,0.186,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.2996,620,[emim],[Tf2N],R134,348.1,0.2996,0.2189999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134__348.1__0.3505,621,[emim],[Tf2N],R134,348.1,0.3505,0.25,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__283.7__0.01,622,[emim],[Tf2N],R134a,283.7,0.01,0.019,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__282.7__0.0499,623,[emim],[Tf2N],R134a,282.7,0.0499,0.105,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__283.1__0.0998,624,[emim],[Tf2N],R134a,283.1,0.0998,0.2189999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__283.2__0.1498,625,[emim],[Tf2N],R134a,283.2,0.1498,0.318,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__283.2__0.2003,626,[emim],[Tf2N],R134a,283.2,0.2003,0.415,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__283.2__0.2501,627,[emim],[Tf2N],R134a,283.2,0.2501,0.516,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__283.2__0.3005,628,[emim],[Tf2N],R134a,283.2,0.3005,0.613,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__283.2__0.3501,629,[emim],[Tf2N],R134a,283.2,0.3501,0.755,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.2__0.0103,630,[emim],[Tf2N],R134a,298.2,0.0103,0.016,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.1__0.0499,631,[emim],[Tf2N],R134a,298.1,0.0499,0.071,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.1__0.1,632,[emim],[Tf2N],R134a,298.1,0.1,0.138,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.1__0.1497,633,[emim],[Tf2N],R134a,298.1,0.1497,0.203,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.1__0.2001,634,[emim],[Tf2N],R134a,298.1,0.2001,0.263,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.2__0.2504,635,[emim],[Tf2N],R134a,298.2,0.2504,0.322,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.1__0.3,636,[emim],[Tf2N],R134a,298.1,0.3,0.382,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298.1__0.3492,637,[emim],[Tf2N],R134a,298.1,0.3492,0.4429999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323.1__0.0103,638,[emim],[Tf2N],R134a,323.1,0.0103,0.008,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323.1__0.0503,639,[emim],[Tf2N],R134a,323.1,0.0503,0.036,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323.1__0.1,640,[emim],[Tf2N],R134a,323.1,0.1,0.071,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323.1__0.1502,641,[emim],[Tf2N],R134a,323.1,0.1502,0.105,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323.1__0.2002,642,[emim],[Tf2N],R134a,323.1,0.2002,0.138,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.2504,643,[emim],[Tf2N],R134a,323.0,0.2504,0.1689999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323.2__0.3003,644,[emim],[Tf2N],R134a,323.2,0.3003,0.201,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323.1__0.3503,645,[emim],[Tf2N],R134a,323.1,0.3503,0.231,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348.1__0.0105,646,[emim],[Tf2N],R134a,348.1,0.0105,0.0,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348.1__0.0503,647,[emim],[Tf2N],R134a,348.1,0.0503,0.017,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__348.1__0.1003,648,[emim],[Tf2N],R134a,348.1,0.1003,0.038,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348.1__0.1503,649,[emim],[Tf2N],R134a,348.1,0.1503,0.0579999999999999,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348.1__0.2001,650,[emim],[Tf2N],R134a,348.1,0.2001,0.077,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348.1__0.2502,651,[emim],[Tf2N],R134a,348.1,0.2502,0.096,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__348.1__0.3002,652,[emim],[Tf2N],R134a,348.1,0.3002,0.115,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348.1__0.3501,653,[emim],[Tf2N],R134a,348.1,0.3501,0.133,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.028,654,[emim],[Tf2N],R134a,298.0,0.028,0.0161,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.048,655,[emim],[Tf2N],R134a,298.0,0.048,0.0411,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__298__0.079,656,[emim],[Tf2N],R134a,298.0,0.079,0.0754,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.125,657,[emim],[Tf2N],R134a,298.0,0.125,0.1392,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__298__0.195,658,[emim],[Tf2N],R134a,298.0,0.195,0.2304,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__298__0.244,659,[emim],[Tf2N],R134a,298.0,0.244,0.2943,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.286,660,[emim],[Tf2N],R134a,298.0,0.286,0.3428,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.335,661,[emim],[Tf2N],R134a,298.0,0.335,0.3992,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.395,662,[emim],[Tf2N],R134a,298.0,0.395,0.4681,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__298__0.444,663,[emim],[Tf2N],R134a,298.0,0.444,0.5228,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.493,664,[emim],[Tf2N],R134a,298.0,0.493,0.5812,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.537,665,[emim],[Tf2N],R134a,298.0,0.537,0.6344,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__298__0.585,666,[emim],[Tf2N],R134a,298.0,0.585,0.7004,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__298__0.624,667,[emim],[Tf2N],R134a,298.0,0.624,0.7667,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__298__0.648,668,[emim],[Tf2N],R134a,298.0,0.648,0.8183,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__323__0.034,669,[emim],[Tf2N],R134a,323.0,0.034,0.0105,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.104,670,[emim],[Tf2N],R134a,323.0,0.104,0.0616,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.166,671,[emim],[Tf2N],R134a,323.0,0.166,0.1055,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.208,672,[emim],[Tf2N],R134a,323.0,0.208,0.1345,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.284,673,[emim],[Tf2N],R134a,323.0,0.284,0.1844,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__323__0.379,674,[emim],[Tf2N],R134a,323.0,0.379,0.2437,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__323__0.469,675,[emim],[Tf2N],R134a,323.0,0.469,0.2986,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.566,676,[emim],[Tf2N],R134a,323.0,0.566,0.3531,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.667,677,[emim],[Tf2N],R134a,323.0,0.667,0.409,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.786,678,[emim],[Tf2N],R134a,323.0,0.786,0.4745,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.901,679,[emim],[Tf2N],R134a,323.0,0.901,0.5338,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__0.995,680,[emim],[Tf2N],R134a,323.0,0.995,0.5884,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__1.089,681,[emim],[Tf2N],R134a,323.0,1.089,0.6465,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__1.174,682,[emim],[Tf2N],R134a,323.0,1.174,0.6974,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__323__1.24,683,[emim],[Tf2N],R134a,323.0,1.24,0.7486,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.051,684,[emim],[Tf2N],R134a,348.0,0.051,0.0087,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.082,685,[emim],[Tf2N],R134a,348.0,0.082,0.0203,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.133,686,[emim],[Tf2N],R134a,348.0,0.133,0.0409,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.204,687,[emim],[Tf2N],R134a,348.0,0.204,0.0715,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__348__0.279,688,[emim],[Tf2N],R134a,348.0,0.279,0.1035,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.364,689,[emim],[Tf2N],R134a,348.0,0.364,0.1355,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.448,690,[emim],[Tf2N],R134a,348.0,0.448,0.167,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.526,691,[emim],[Tf2N],R134a,348.0,0.526,0.1963,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__348__0.634,692,[emim],[Tf2N],R134a,348.0,0.634,0.2354,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__0.763,693,[emim],[Tf2N],R134a,348.0,0.763,0.2818,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__348__0.896,694,[emim],[Tf2N],R134a,348.0,0.896,0.3235,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__1.026,695,[emim],[Tf2N],R134a,348.0,1.026,0.3644,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__1.146,696,[emim],[Tf2N],R134a,348.0,1.146,0.4014,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__1.268,697,[emim],[Tf2N],R134a,348.0,1.268,0.4345,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__1.399,698,[emim],[Tf2N],R134a,348.0,1.399,0.4722,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__1.757,699,[emim],[Tf2N],R134a,348.0,1.757,0.5687,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__348__2.16,700,[emim],[Tf2N],R134a,348.0,2.16,0.6928,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__303__0.024864,701,[emim],[Tf2N],R134a,303.0,0.024864,0.03082,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303__0.049899,702,[emim],[Tf2N],R134a,303.0,0.049899,0.06037,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303__0.099831,703,[emim],[Tf2N],R134a,303.0,0.099831,0.11688,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303__0.199944,704,[emim],[Tf2N],R134a,303.0,0.199944,0.22381,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303__0.299517,705,[emim],[Tf2N],R134a,303.0,0.299517,0.32311,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__303__0.349947,706,[emim],[Tf2N],R134a,303.0,0.349947,0.37076,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.0155,707,[emim],[Tf2N],R134a,303.15,0.0155,0.0257,EMIM__TF2N,val,train
[emim]__[Tf2N]__R134a__303.15__0.0498,708,[emim],[Tf2N],R134a,303.15,0.0498,0.052,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.0599,709,[emim],[Tf2N],R134a,303.15,0.0599,0.07,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.0968,710,[emim],[Tf2N],R134a,303.15,0.0968,0.0981,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.1319,711,[emim],[Tf2N],R134a,303.15,0.1319,0.1322,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.1921,712,[emim],[Tf2N],R134a,303.15,0.1921,0.189,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.2221,713,[emim],[Tf2N],R134a,303.15,0.2221,0.2186,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.2697,714,[emim],[Tf2N],R134a,303.15,0.2697,0.2571,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.3134,715,[emim],[Tf2N],R134a,303.15,0.3134,0.2968,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.3509,716,[emim],[Tf2N],R134a,303.15,0.3509,0.3251,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.4466,717,[emim],[Tf2N],R134a,303.15,0.4466,0.406,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__303.15__0.4928,718,[emim],[Tf2N],R134a,303.15,0.4928,0.442,EMIM__TF2N,train,train
[emim]__[Tf2N]__R134a__303.15__0.018,719,[emim],[Tf2N],R134a,303.15,0.018,0.0147,EMIM__TF2N,train,val
[emim]__[Tf2N]__R134a__303.15__0.032,720,[emim],[Tf2N],R134a,303.15,0.032,0.0326,EMIM__TF2N,train,train
