sample_id,dataset,split,mode,cation,anion,species,species_type,refrigerant,T_K,P_MPa,true_x1,pred_mu,pred_sigma,abs_error
[bmim]__[HFPS]__R32__298.15__0.6998,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R32,298.15,0.6998,0.5270000100135803,0.5030403017997742,0.00912457008950083,0.023959708213806108
[bmim]__[HFPS]__R32__298.15__0.8494,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R32,298.15,0.8494,0.6039999723434448,0.568229341506958,0.007836251776794645,0.035770630836486794
[bmim]__[HFPS]__R32__298.15__1.0004,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R32,298.15,1.0004,0.6700000166893005,0.6280975937843323,0.007430367483922587,0.04190242290496826
[bmim]__[HFPS]__R134a__283.1__0.0099,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.1,0.0099,0.0149999996647238,0.0566095151007175,0.011976564409107847,0.0416095154359937
[bmim]__[HFPS]__R134a__283.1__0.0502,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.1,0.0502,0.0820000022649765,0.10617000013589854,0.012592719221192213,0.02416999787092204
[bmim]__[HFPS]__R134a__283.1__0.1,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.1,0.1,0.1710000038146972,0.1893717229366302,0.008518875143488047,0.018371719121933
[bmim]__[HFPS]__R134a__283.15__0.15,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.15,0.15,0.2639999985694885,0.29149108529090884,0.006463290001737865,0.02749108672142031
[bmim]__[HFPS]__R134a__283.1__0.2001,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.1,0.2001,0.3499999940395355,0.3943751335144043,0.010732511476690819,0.04437513947486876
[bmim]__[HFPS]__R134a__283.15__0.25,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.15,0.25,0.4469999969005584,0.4787562608718872,0.010777081758353093,0.0317562639713288
[bmim]__[HFPS]__R134a__283.15__0.3002,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.15,0.3002,0.550000011920929,0.552696967124939,0.01088356993208331,0.002696955204010032
[bmim]__[HFPS]__R134a__283.2__0.3506,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,283.2,0.3506,0.6769999861717224,0.6178849339485168,0.012293801144809994,0.059115052223205566
[bmim]__[HFPS]__R134a__298__0.0101,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.0,0.0101,0.0099999997764825,0.03580051995813842,0.006203050038785098,0.02580052018165592
[bmim]__[HFPS]__R134a__298.1__0.0501,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.1,0.0501,0.0549999997019767,0.06499502956867213,0.006943242022611691,0.009995029866695433
[bmim]__[HFPS]__R134a__298.1__0.1,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.1,0.1,0.1089999973773956,0.11405799984931941,0.007448976129805936,0.0050580024719238115
[bmim]__[HFPS]__R134a__298.05__0.1499,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.05,0.1499,0.163000002503395,0.18058834969997406,0.005886487284464017,0.017588347196579063
[bmim]__[HFPS]__R134a__298.1__0.1994,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.1,0.1994,0.2189999967813491,0.25013333261013027,0.0043850181109840744,0.031133335828781167
[bmim]__[HFPS]__R134a__298.15__0.2504,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.15,0.2504,0.2689999938011169,0.31736686229705807,0.006616023710061259,0.048366868495941184
[bmim]__[HFPS]__R134a__298.1__0.3,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.1,0.3,0.3210000097751617,0.38221209645271303,0.006407246498156269,0.06121208667755135
[bmim]__[HFPS]__R134a__298__0.3504,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,298.0,0.3504,0.3740000128746032,0.44695447087287893,0.006109455497804401,0.07295445799827571
[bmim]__[HFPS]__R134a__323.15__0.0101,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.15,0.0101,0.006000000052154,0.02344761975109574,0.0040948187553173955,0.017447619698941742
[bmim]__[HFPS]__R134a__323.15__0.05,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.15,0.05,0.0289999991655349,0.042346297949552504,0.004198067654515242,0.013346298784017604
[bmim]__[HFPS]__R134a__323.15__0.1,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.15,0.1,0.0579999983310699,0.06947302520275107,0.004010141480574747,0.011473026871681176
[bmim]__[HFPS]__R134a__323.1__0.15,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.1,0.15,0.0879999995231628,0.09957656264305109,0.0026823041097684794,0.011576563119888292
[bmim]__[HFPS]__R134a__323.15__0.1993,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.15,0.1993,0.1169999986886978,0.13151001036167143,0.0034839155945038535,0.014510011672973624
[bmim]__[HFPS]__R134a__323.15__0.2504,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.15,0.2504,0.1449999958276748,0.1647219985723495,0.0032740677870726977,0.0197220027446747
[bmim]__[HFPS]__R134a__323.15__0.3004,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.15,0.3004,0.1720000058412552,0.19440137147903438,0.00492196127498105,0.022401365637779197
[bmim]__[HFPS]__R134a__323.15__0.3502,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,323.15,0.3502,0.1979999989271164,0.22368771731853482,0.007858431156522879,0.025687718391418424
[bmim]__[HFPS]__R134a__348.05__0.0099,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.05,0.0099,0.003000000026077,0.009833717346191382,0.0044275073085438005,0.006833717320114382
[bmim]__[HFPS]__R134a__348.05__0.0501,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.05,0.0501,0.0170000009238719,0.02625203691422936,0.004721432735577492,0.009252035990357458
[bmim]__[HFPS]__R134a__348.1__0.1,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.1,0.1,0.0350000001490116,0.046030820906162215,0.0054410703406263,0.011030820757150617
[bmim]__[HFPS]__R134a__348.1__0.1499,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.1,0.1499,0.0529999993741512,0.06406522840261454,0.005228946761787031,0.011065229028463339
[bmim]__[HFPS]__R134a__348.05__0.2,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.05,0.2,0.0700000002980232,0.08046801686286922,0.0057248808639368725,0.010468016564846028
[bmim]__[HFPS]__R134a__348.05__0.2495,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.05,0.2495,0.0869999974966049,0.0983494773507118,0.005557545445423545,0.011349479854106892
[bmim]__[HFPS]__R134a__348.05__0.3001,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.05,0.3001,0.1030000001192092,0.11648790985345836,0.0060560140645274235,0.013487909734249154
[bmim]__[HFPS]__R134a__348.1__0.3494,Split_B,B1,Mthermo,bmim,HFPS,HFPS,anion,R134A,348.1,0.3494,0.1199999973177909,0.13332628309726713,0.007400601243183935,0.013326285779476227
[bmim]__[OTf]__R32__273.19__0.104,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,273.19,0.104,0.1400000005960464,0.13084794282913204,0.014431936467813409,0.009152057766914357
[bmim]__[OTf]__R32__273.15__0.195,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,273.15,0.195,0.2430000007152557,0.25955907106399534,0.02567321204039883,0.01655907034873963
[bmim]__[OTf]__R32__273.19__0.303,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,273.19,0.303,0.3580000102519989,0.39210978150367737,0.02994152507222968,0.03410977125167847
[bmim]__[OTf]__R32__273.13__0.412,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,273.13,0.412,0.4650000035762787,0.49782031774520874,0.026237699169006493,0.032820314168930054
[bmim]__[OTf]__R32__273.17__0.5,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,273.17,0.5,0.546999990940094,0.5650320172309875,0.024148394036907096,0.01803202629089351
[bmim]__[OTf]__R32__273.17__0.593,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,273.17,0.593,0.6389999985694885,0.625265645980835,0.023364685931615177,0.01373435258865352
[bmim]__[OTf]__R32__273.14__0.636,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,273.14,0.636,0.6830000281333923,0.6500936865806579,0.0226679568637689,0.03290634155273442
[bmim]__[OTf]__R32__298.12__0.098,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.12,0.098,0.0689999982714653,0.06343575865030286,0.013160043493554286,0.0055642396211624395
[bmim]__[OTf]__R32__298.16__0.2,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.16,0.2,0.1389999985694885,0.13141725361347192,0.01595523872095827,0.007582744956016574
[bmim]__[OTf]__R32__298.12__0.301,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.12,0.301,0.2000000029802322,0.20003230869770044,0.013094923869040162,3.230571746823396e-05
[bmim]__[OTf]__R32__298.14__0.4,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.14,0.4,0.2639999985694885,0.2615786790847778,0.007679223826768573,0.002421319484710749
[bmim]__[OTf]__R32__298.16__0.53,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.16,0.53,0.3330000042915344,0.33970322608947756,0.00561973271701387,0.0067032217979431374
[bmim]__[OTf]__R32__298.19__0.623,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.19,0.623,0.3840000033378601,0.39136095643043517,0.0051279120735144975,0.007360953092575062
[bmim]__[OTf]__R32__298.15__0.723,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.15,0.723,0.4339999854564667,0.44285367131233216,0.005167043359779675,0.00885368585586549
[bmim]__[OTf]__R32__298.17__0.83,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.17,0.83,0.4839999973773956,0.490726512670517,0.004477260488228953,0.0067265152931214045
[bmim]__[OTf]__R32__298.13__0.902,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,298.13,0.902,0.5210000276565552,0.5205870032310486,0.00492984827655776,0.000413024425506614
[bmim]__[OTf]__R32__323.22__0.101,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,323.22,0.101,0.0469999983906745,0.05165071636438366,0.004531071720288193,0.004650717973709161
[bmim]__[OTf]__R32__323.16__0.205,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,323.16,0.205,0.0829999968409538,0.091835406422615,0.006853247341607717,0.008835409581661208
[bmim]__[OTf]__R32__323.13__0.299,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,323.13,0.299,0.1169999986886978,0.12962259650230407,0.008295018911121627,0.012622597813606265
[bmim]__[OTf]__R32__323.12__0.4,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,323.12,0.4,0.1500000059604644,0.16534521877765657,0.00695648396107264,0.015345212817192172
[bmim]__[OTf]__R32__323.15__0.507,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,323.15,0.507,0.1909999996423721,0.2009612292051315,0.006261939880595444,0.009961229562759383
[bmim]__[OTf]__R32__348.12__0.103,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,348.12,0.103,0.032999999821186,0.0423136934638023,0.0018185325635079804,0.009313693642616298
[bmim]__[OTf]__R32__348.2__0.201,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,348.2,0.201,0.0649999976158142,0.06918368041515345,0.0024240716948188473,0.004183682799339256
[bmim]__[OTf]__R32__348.23__0.299,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,348.23,0.299,0.0900000035762786,0.09599806219339366,0.004851309857543872,0.005998058617115054
[bmim]__[OTf]__R32__348.24__0.403,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,348.24,0.403,0.1140000000596046,0.1245535090565681,0.005332143171285332,0.010553508996963501
[bmim]__[OTf]__R32__348.15__0.5,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R32,348.15,0.5,0.1369999945163726,0.14849537014961242,0.005291063209467252,0.011495375633239824
[bmim]__[OTf]__R152a__273.22__0.056,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,273.22,0.056,0.0949999988079071,0.19529845118522637,0.011354011065165344,0.10029845237731927
[bmim]__[OTf]__R152a__273.23__0.097,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,273.23,0.097,0.1840000003576278,0.2790870308876038,0.017911423990005254,0.09508703052997597
[bmim]__[OTf]__R152a__273.24__0.144,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,273.24,0.144,0.3019999861717224,0.3800113916397095,0.027532246398510127,0.07801140546798707
[bmim]__[OTf]__R152a__273.24__0.191,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,273.24,0.191,0.4090000092983246,0.47819027304649353,0.03708531139546657,0.06919026374816895
[bmim]__[OTf]__R152a__298.14__0.117,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,298.14,0.117,0.1209999993443489,0.1401263147592544,0.015097670739774426,0.019126315414905518
[bmim]__[OTf]__R152a__298.13__0.218,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,298.13,0.218,0.2220000028610229,0.2775498002767563,0.015883388648830155,0.055549797415733404
[bmim]__[OTf]__R152a__298.18__0.29,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,298.18,0.29,0.3059999942779541,0.37779921293258667,0.018320041653792217,0.07179921865463257
[bmim]__[OTf]__R152a__298.16__0.371,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,298.16,0.371,0.3860000073909759,0.4689638853073119,0.01975972633850586,0.08296387791633603
[bmim]__[OTf]__R152a__298.16__0.46,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,298.16,0.46,0.4959999918937683,0.5390451431274415,0.02100954300128373,0.04304515123367314
[bmim]__[OTf]__R152a__323.15__0.105,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,323.15,0.105,0.0780000016093254,0.06638288572430609,0.008545791039998873,0.011617115885019305
[bmim]__[OTf]__R152a__323.15__0.248,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,323.15,0.248,0.181999996304512,0.1457504421472549,0.010301955033013684,0.036249554157257086
[bmim]__[OTf]__R152a__323.15__0.421,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,323.15,0.421,0.3050000071525574,0.2511939257383346,0.006202370021063991,0.05380608141422277
[bmim]__[OTf]__R152a__323.15__0.5,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,323.15,0.5,0.3499999940395355,0.29272223114967344,0.006267648302196065,0.05727776288986208
[bmim]__[OTf]__R152a__323.16__0.619,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,323.16,0.619,0.4259999990463257,0.3505106806755066,0.006459452906312933,0.07548931837081907
[bmim]__[OTf]__R152a__323.15__0.734,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,323.15,0.734,0.4939999878406524,0.4026208221912384,0.007286927050537451,0.09137916564941401
[bmim]__[OTf]__R152a__323.16__0.813,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,323.16,0.813,0.5360000133514404,0.4363657712936401,0.007936642085219122,0.0996342420578003
[bmim]__[OTf]__R152a__348.13__0.107,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.13,0.107,0.0599999986588954,0.04939849749207492,0.006314930342704179,0.01060150116682048
[bmim]__[OTf]__R152a__348.15__0.223,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.15,0.223,0.1230000033974647,0.08179086148738857,0.004942989090982115,0.04120914191007613
[bmim]__[OTf]__R152a__348.15__0.313,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.15,0.313,0.1780000030994415,0.11376752853393549,0.005396120005492801,0.06423247456550601
[bmim]__[OTf]__R152a__348.15__0.414,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.15,0.414,0.2300000041723251,0.14590376019477838,0.004869194101826249,0.08409624397754673
[bmim]__[OTf]__R152a__348.18__0.513,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.18,0.513,0.2910000085830688,0.17260363101959225,0.0033462259640505967,0.11839637756347654
[bmim]__[OTf]__R152a__348.12__0.641,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.12,0.641,0.3519999980926513,0.20802339315414428,0.0016302857098817963,0.14397660493850703
[bmim]__[OTf]__R152a__348.13__0.743,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.13,0.743,0.3989999890327453,0.23813881278038024,0.0027085238917301684,0.16086117625236507
[bmim]__[OTf]__R152a__348.13__0.879,Split_B,B1,Mthermo,bmim,OTf,OTF,anion,R152A,348.13,0.879,0.4699999988079071,0.27897647619247434,0.005292043089736567,0.19102352261543276
[bmim]__[TFES]__R32__298.15__0.0097,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.0097,0.0070000002160668,0.02303504226729266,0.00994086463638473,0.01603504205122586
[bmim]__[TFES]__R32__298.15__0.0999,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.0999,0.0719999969005584,0.07052846699953073,0.01466322312480573,0.0014715299010276683
[bmim]__[TFES]__R32__298.15__0.25,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.25,0.1720000058412552,0.18468969762325285,0.017728233770442765,0.012689691781997664
[bmim]__[TFES]__R32__298.15__0.3972,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.3972,0.2630000114440918,0.28820677399635314,0.010292420201362184,0.02520676255226134
[bmim]__[TFES]__R32__298.15__0.5484,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.5484,0.3449999988079071,0.38469181656837464,0.007921525222907578,0.03969181776046754
[bmim]__[TFES]__R32__298.15__0.6995,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.6995,0.4199999868869781,0.465912663936615,0.007290515163230416,0.04591267704963692
[bmim]__[TFES]__R32__298.15__0.8481,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.8481,0.4900000095367431,0.5311636686325073,0.005559161895368417,0.04116365909576419
[bmim]__[TFES]__R32__298.15__0.9989,Split_B,B1,Mthermo,bmim,TFES,TFES,anion,R32,298.15,0.9989,0.5559999942779541,0.5896211266517639,0.005864393584705815,0.033621132373809814
[bmim]__[TPES]__R32__298.15__0.0095,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.0095,0.0099999997764825,0.026775510795414403,0.012309808947282678,0.016775511018931905
[bmim]__[TPES]__R32__298.15__0.1001,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.1001,0.1019999980926513,0.08667761906981464,0.01476219736829422,0.01532237902283666
[bmim]__[TPES]__R32__298.15__0.2496,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.2496,0.2370000034570694,0.22921707928180696,0.012782363035496404,0.00778292417526244
[bmim]__[TPES]__R32__298.15__0.3995,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.3995,0.3479999899864197,0.34215072393417356,0.007121604572932357,0.005849266052246116
[bmim]__[TPES]__R32__298.15__0.5494,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.5494,0.4449999928474426,0.4429295420646667,0.007963482351273367,0.002070450782775901
[bmim]__[TPES]__R32__298.15__0.6994,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.6994,0.5289999842643738,0.5247491359710693,0.007223351121625244,0.0042508482933044656
[bmim]__[TPES]__R32__298.15__0.8495,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.8495,0.6050000190734863,0.5910231232643127,0.006574972377049516,0.013976895809173606
[bmim]__[TPES]__R32__298.15__0.9994,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R32,298.15,0.9994,0.6740000247955322,0.653363847732544,0.007647412027472264,0.02063617706298826
[bmim]__[TPES]__R134a__283.15__0.0102,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.15,0.0102,0.0280000008642673,0.07150528579950328,0.012748537415529821,0.043505284935235984
[bmim]__[TPES]__R134a__283.1__0.0504,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.1,0.0504,0.1319999992847442,0.12856450527906413,0.012947636949033638,0.0034354940056800787
[bmim]__[TPES]__R134a__283.15__0.1004,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.15,0.1004,0.2529999911785126,0.22146743535995478,0.008155728460646312,0.031532555818557795
[bmim]__[TPES]__R134a__283.1__0.1503,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.1,0.1503,0.3630000054836273,0.3324753105640411,0.007735532519890251,0.030524694919586204
[bmim]__[TPES]__R134a__283.05__0.2002,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.05,0.2002,0.4659999907016754,0.44049410820007323,0.013812775346148573,0.025505882501602184
[bmim]__[TPES]__R134a__283.1__0.2502,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.1,0.2502,0.5680000185966492,0.5270202279090881,0.013942567208845135,0.04097979068756108
[bmim]__[TPES]__R134a__283.1__0.3004,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.1,0.3004,0.6729999780654907,0.5994414567947388,0.013906044127786463,0.07355852127075191
[bmim]__[TPES]__R134a__283.1__0.3504,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,283.1,0.3504,0.7979999780654907,0.6606561422348023,0.014909991220625946,0.13734383583068843
[bmim]__[TPES]__R134a__298.05__0.0103,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.05,0.0103,0.0179999992251396,0.04428369328379624,0.007573775358230463,0.026283694058656642
[bmim]__[TPES]__R134a__298.1__0.0503,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.1,0.0503,0.0839999988675117,0.07761179059743874,0.008133003160309174,0.0063882082700729564
[bmim]__[TPES]__R134a__298.1__0.1002,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.1,0.1002,0.1620000004768371,0.1345529735088348,0.007824700101945277,0.027447026968002303
[bmim]__[TPES]__R134a__298.1__0.1502,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.1,0.1502,0.2360000014305114,0.21044633090496062,0.006328978379299147,0.02555367052555077
[bmim]__[TPES]__R134a__298.05__0.2003,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.05,0.2003,0.3039999902248382,0.2894180178642273,0.006102956521481046,0.014581972360610929
[bmim]__[TPES]__R134a__298.1__0.2504,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.1,0.2504,0.3680000007152557,0.3620751857757568,0.005423348195400827,0.005924814939498868
[bmim]__[TPES]__R134a__298.1__0.3003,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.1,0.3003,0.4309999942779541,0.4286314845085144,0.00495576084374253,0.0023685097694396973
[bmim]__[TPES]__R134a__298.1__0.3501,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,298.1,0.3501,0.4939999878406524,0.48919875025749204,0.005994962672113638,0.004801237583160367
[bmim]__[TPES]__R134a__323.15__0.0104,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.15,0.0104,0.0109999999403953,0.028444050997495602,0.005437018396608828,0.017444051057100302
[bmim]__[TPES]__R134a__323.15__0.0503,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.15,0.0503,0.0450000017881393,0.049619524925947164,0.005613828886101772,0.004619523137807863
[bmim]__[TPES]__R134a__323.15__0.1002,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.15,0.1002,0.0869999974966049,0.08173901438713066,0.004606901833432662,0.005260983109474246
[bmim]__[TPES]__R134a__323.15__0.1502,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.15,0.1502,0.1289999932050705,0.11939808577299116,0.002967231522597438,0.009601907432079337
[bmim]__[TPES]__R134a__323.15__0.2002,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.15,0.2002,0.1679999977350235,0.15785622894763943,0.003047487658863614,0.010143768787384072
[bmim]__[TPES]__R134a__323.15__0.2504,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.15,0.2504,0.2060000002384185,0.19529510140419004,0.003047238157341655,0.010704898834228455
[bmim]__[TPES]__R134a__323.1__0.3004,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.1,0.3004,0.2409999966621399,0.22848019599914546,0.0036533173854025073,0.012519800662994435
[bmim]__[TPES]__R134a__323.15__0.3503,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,323.15,0.3503,0.2759999930858612,0.2599340081214905,0.006402300231811623,0.016065984964370728
[bmim]__[TPES]__R134a__348.1__0.0105,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,348.1,0.0105,0.006000000052154,0.0136389676481485,0.006989833214262402,0.0076389675959945
[bmim]__[TPES]__R134a__348.1__0.0505,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,348.1,0.0505,0.0270000007003545,0.031231551244854862,0.007702686424869806,0.004231550544500362
[bmim]__[TPES]__R134a__348.1__0.1005,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,348.1,0.1005,0.0529999993741512,0.05365426391363141,0.007784286969768752,0.0006542645394802052
[bmim]__[TPES]__R134a__348.1__0.1505,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,348.1,0.1505,0.0780000016093254,0.07768307626247403,0.005751733658755998,0.00031692534685136275
[bmim]__[TPES]__R134a__347.9__0.2006,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,347.9,0.2006,0.1030000001192092,0.10110015422105785,0.004499357148199705,0.001899845898151356
[bmim]__[TPES]__R134a__348.1__0.2505,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,348.1,0.2505,0.1260000020265579,0.12369108796119685,0.003900749302256491,0.002308914065361045
[bmim]__[TPES]__R134a__348.1__0.3004,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,348.1,0.3004,0.1490000039339065,0.14552465975284576,0.004811392801062382,0.003475344181060741
[bmim]__[TPES]__R134a__348.1__0.3505,Split_B,B1,Mthermo,bmim,TPES,TPES,anion,R134A,348.1,0.3505,0.1710000038146972,0.16564740836620329,0.006878870749164208,0.005352595448493924
[bmim]__[TTES]__R32__298.15__0.0095,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.0095,0.0099999997764825,0.025442497618496363,0.011697937831013656,0.015442497842013863
[bmim]__[TTES]__R32__298.15__0.1003,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.1003,0.096000000834465,0.08042182922363277,0.01588797988447083,0.015578171610832234
[bmim]__[TTES]__R32__298.15__0.2503,Split_B,B1,Mthermo,bmim,TTES,TTES,anion,R32,298.15,0.2503,0.2230000048875808,0.21444708108901972,0.01639380201038396,0.008552923798561068
